year_month,stock_code,ret_next_month,dominant_factor
2020-01,600585,0.1429286039108686,BIAS_20
2020-01,002384,-0.013929304011830346,RET_6M
2020-01,688012,-0.11876976769549574,BIAS_20
2020-01,000338,0.05911442483262341,BIAS_20
2020-01,002475,0.05870071193866355,RET_6M
2020-01,002600,-0.12562257885998895,RET_6M
2020-02,300750,-0.1126232161247609,RET_6M
2020-02,300316,-0.19024661598368253,BIAS_20
2020-02,002475,-0.20167469528951532,RET_6M
2020-02,300628,-0.2178520219623935,BIAS_20
2020-02,603019,-0.03341419516394095,VOL_SPIKE_6M
2020-02,300759,0.02887275242047016,RET_6M
2020-02,000063,-0.143991716770011,BIAS_20
2020-03,000063,-0.03995711517050837,BIAS_20
2020-03,300628,0.10984425068932091,RET_6M
2020-03,000100,0.1474258970358815,RET_6M
2020-03,600585,0.08818286257576347,BIAS_20
2020-04,000876,-0.14832600154471276,BIAS_20
2020-04,002714,-0.05659323611542044,RET_6M
2020-04,000661,0.11767370819094958,BIAS_20
2020-04,000977,-0.07004290586380135,RET_6M
2020-04,603501,-0.056047499616113106,RET_6M
2020-04,601766,-0.05733333333333335,UPSHADOW_20
2020-04,601236,0.002572016460905102,UPSHADOW_20
2020-04,002179,-0.01980055441552364,UPSHADOW_20
2020-05,600845,0.05164538081476655,RET_6M
2020-05,601066,0.23942804989352018,RET_6M
2020-05,000876,0.0690600110401387,VOL_SPIKE_6M
2020-05,600522,-0.01299897645854653,VOL_SPIKE_6M
2020-06,002049,0.7445394408387418,VOL_SPIKE_6M
2020-06,600845,0.20598055727920106,RET_6M
2020-06,601698,0.28079911209766917,RET_6M
2020-06,603986,-0.018692189105858237,VOL_SPIKE_6M
2020-06,000661,0.14174252275682697,RET_6M
2020-06,600588,0.06621459093577209,RET_6M
2020-06,002142,0.12034808368820582,UPSHADOW_20
2020-07,002475,-0.06127386471767249,BIAS_20
2020-07,601788,-0.08712121212121204,VOL_SPIKE_6M
2020-07,600570,0.017438031373488094,BIAS_20
2020-07,600588,-0.10867841138334078,BIAS_20
2020-07,002709,0.06205434573135493,RET_6M
2020-08,600482,-0.11082251082251082,VOL_SPIKE_6M
2020-08,300394,-0.15605598826052602,RET_6M
2020-08,600515,0.18846611177170014,VOL_SPIKE_6M
2020-08,600845,0.040579564573236526,RET_6M
2020-08,600588,-0.08828649052561566,UPSHADOW_20
2020-08,000333,0.02919864249243287,BIAS_20
2020-09,300759,0.10577199195941422,BIAS_20
2020-09,000895,-0.055354212253829305,BIAS_20
2020-09,002352,0.0197030369609128,BIAS_20
2020-09,601628,0.03707782672540394,VOL_SPIKE_6M
2020-09,601788,-0.18041431261770247,RET_6M
2020-09,600482,-0.020447906523855974,VOL_SPIKE_6M
2020-09,300015,0.21080797269734863,BIAS_20
2020-09,002311,0.004254919015491687,RET_6M
2020-10,300316,-0.03308795913768503,VOL_SPIKE_6M
2020-10,002027,0.0385695407994715,BIAS_20
2020-10,302132,-0.08988648090815277,VOL_SPIKE_6M
2020-10,300750,-0.017659866139827507,BIAS_20
2020-11,300274,0.5039466814091345,VOL_SPIKE_6M
2020-11,688169,0.3074091291728964,BIAS_20
2020-11,002027,0.01749502982107365,RET_6M
2020-11,300750,0.4460679691347891,BIAS_20
2020-11,002179,0.32694777630232696,BIAS_20
2020-11,300759,0.286322059136354,RET_6M
2020-11,002459,0.23556370302474794,VOL_SPIKE_6M
2020-11,600036,-0.005655208977644266,UPSHADOW_20
2020-12,300442,-0.09168035030104005,VOL_SPIKE_6M
2020-12,000768,-0.15156390783884655,BIAS_20
2020-12,600760,-0.016894609814963824,BIAS_20
2020-12,002625,0.028323621086868034,RET_6M
2021-01,300274,-0.17480774106312857,VOL_SPIKE_6M
2021-01,600438,0.021300292356953854,RET_6M
2021-01,000596,-0.03984393757503013,RET_6M
2021-01,300750,-0.0900289871387161,BIAS_20
2021-02,000157,-0.11612584730476383,VOL_SPIKE_6M
2021-02,002648,-0.13623203663736372,BIAS_20
2021-03,601808,-0.10590988882387364,VOL_SPIKE_6M
2021-03,300442,-0.16385884021989716,BIAS_20
2021-03,002714,0.13076442504222818,VOL_SPIKE_6M
2021-03,000157,-0.07081480526734119,VOL_SPIKE_6M
2021-03,000963,0.42734138972809665,VOL_SPIKE_6M
2021-04,000425,-0.0907691824491974,BIAS_20
2021-04,000963,0.0034168392724855945,VOL_SPIKE_6M
2021-04,603259,0.05323484462557326,VOL_SPIKE_6M
2021-04,000568,0.0757880344980213,BIAS_20
2021-04,300442,-0.054082714740190774,RET_6M
2021-04,601111,0.02777777777777768,BIAS_20
2021-05,000963,-0.12454609832903929,BIAS_20
2021-05,000408,0.07459661071920864,VOL_SPIKE_6M
2021-05,601377,-0.1292134831460674,UPSHADOW_20
2021-05,600111,-0.054512585175914285,RET_6M
2021-05,300015,0.09934042711265567,BIAS_20
2021-05,002648,0.25131709352668086,RET_6M
2021-06,000963,-0.22864568094590632,VOL_SPIKE_6M
2021-06,300274,0.4583717594015779,RET_6M
2021-06,688169,-0.1617584361035228,RET_6M
2021-07,002648,0.15236726259994615,RET_6M
2021-07,603799,0.07031572005605469,BIAS_20
2021-07,601012,0.041203723381646684,BIAS_20
2021-07,601127,0.2837032129844319,VOL_SPIKE_6M
2021-07,002466,0.3072041208655789,RET_6M
2021-07,603501,-0.19859813084112143,BIAS_20
2021-08,601669,0.364705882352941,VOL_SPIKE_6M
2021-08,002460,-0.2593621155395479,RET_6M
2021-08,002466,-0.25445666826927604,RET_6M
2021-08,002459,-0.15236528973590013,RET_6M
2021-08,601600,-0.006281407035175879,RET_6M
2021-08,600958,0.010739856801909253,VOL_SPIKE_6M
2021-09,600150,-0.10159074475777308,BIAS_20
2021-09,302132,-0.09091881484650766,VOL_SPIKE_6M
2021-09,002460,0.027367195198423344,RET_6M
2021-09,600482,-0.06645270908061163,VOL_SPIKE_6M
2021-09,600760,0.10581294538072794,UPSHADOW_20
2021-09,002709,0.08420953457697378,RET_6M
2021-10,600089,-0.15253269478725362,RET_6M
2021-10,601872,-0.04694167852062592,VOL_SPIKE_6M
2021-10,600026,-0.0028763183125598557,BIAS_20
2021-10,600482,0.051769464105156704,VOL_SPIKE_6M
2021-10,601877,-0.14015253476895473,UPSHADOW_20
2021-10,601058,0.03800578034682078,BIAS_20
2021-11,600089,-0.07514834054206787,BIAS_20
2021-11,300316,-0.03244681655301718,RET_6M
2021-11,002594,-0.120034736740536,RET_6M
2021-11,600009,0.08183738120380135,VOL_SPIKE_6M
